station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,alti,mslp,p01i,vsby,gust,skyl1,skyl2,skyl3,wxcodes
FZY,2018-01-02 11:54,-76.3847,43.3497,5.00,1.90,86.68,180.00,5.00,30.32,1027.90,T,2.50,M,1500.00,M,M,-SN BR
FZY,2018-01-02 11:55,-76.3847,43.3497,M,M,M,180.00,5.00,30.32,M,M,2.50,M,1500.00,M,M,-SN BR
FZY,2018-01-02 12:04,-76.3847,43.3497,6.10,1.90,82.43,180.00,6.00,30.32,M,T,3.00,M,1700.00,M,M,-SN BR
FZY,2018-01-02 12:05,-76.3847,43.3497,M,M,M,170.00,6.00,30.32,M,M,4.00,M,1699.00,M,M,-SN BR
FZY,2018-01-02 12:10,-76.3847,43.3497,M,M,M,160.00,4.00,30.32,M,M,4.00,M,1699.00,M,M,-SN BR
FZY,2018-01-02 12:20,-76.3847,43.3497,M,M,M,0.00,0.00,30.32,M,M,5.00,M,1699.00,M,M,-SN BR
FZY,2018-01-02 12:25,-76.3847,43.3497,M,M,M,0.00,0.00,30.32,M,M,5.00,M,1800.00,M,M,-SN BR
FZY,2018-01-02 12:30,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,3.50,M,1800.00,3500.00,M,-SN BR
FZY,2018-01-02 12:40,-76.3847,43.3497,7.00,3.00,83.27,130.00,3.00,30.31,M,T,2.00,M,1900.00,3000.00,M,-SN BR
FZY,2018-01-02 12:45,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,2.50,M,1900.00,3000.00,M,-SN BR
FZY,2018-01-02 12:47,-76.3847,43.3497,7.00,3.90,86.80,0.00,0.00,30.31,M,T,3.00,M,1900.00,2800.00,3500.00,-SN BR
FZY,2018-01-02 12:50,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,4.00,M,1900.00,2800.00,3500.00,BR
FZY,2018-01-02 12:54,-76.3847,43.3497,6.10,3.00,86.74,0.00,0.00,30.31,1027.40,T,4.00,M,1900.00,2800.00,3500.00,-SN BR
FZY,2018-01-02 13:00,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,2.00,M,2300.00,2900.00,M,-SN BR
FZY,2018-01-02 13:02,-76.3847,43.3497,6.10,3.00,86.74,0.00,0.00,30.31,M,T,1.75,M,2100.00,2900.00,M,-SN BR
FZY,2018-01-02 13:05,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,1.50,M,2100.00,2900.00,M,-SN BR
FZY,2018-01-02 13:10,-76.3847,43.3497,M,M,M,0.00,0.00,30.31,M,M,1.75,M,1900.00,2900.00,M,-SN BR
FZY,2018-01-02 13:20,-76.3847,43.3497,M,M,M,150.00,3.00,30.30,M,M,1.50,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:25,-76.3847,43.3497,M,M,M,0.00,0.00,30.30,M,M,1.00,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:30,-76.3847,43.3497,M,M,M,0.00,0.00,30.30,M,M,1.00,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:31,-76.3847,43.3497,8.10,3.90,82.58,0.00,0.00,30.30,M,T,1.00,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:40,-76.3847,43.3497,M,M,M,0.00,0.00,30.29,M,M,0.75,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:45,-76.3847,43.3497,M,M,M,160.00,3.00,30.29,M,M,1.00,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:50,-76.3847,43.3497,M,M,M,140.00,3.00,30.29,M,M,0.75,M,1900.00,M,M,-SN BR
FZY,2018-01-02 13:54,-76.3847,43.3497,9.00,5.00,83.41,M,3.00,30.29,1026.60,T,0.75,M,1800.00,M,M,-SN BR
FZY,2018-01-02 13:55,-76.3847,43.3497,M,M,M,150.00,3.00,30.28,M,M,0.75,M,1800.00,M,M,-SN BR
FZY,2018-01-02 14:00,-76.3847,43.3497,M,M,M,140.00,3.00,30.28,M,M,0.75,M,1800.00,M,M,-SN BR
FZY,2018-01-02 14:05,-76.3847,43.3497,M,M,M,130.00,5.00,30.28,M,M,0.75,M,1999.00,M,M,-SN
FZY,2018-01-02 14:15,-76.3847,43.3497,M,M,M,140.00,4.00,30.28,M,M,1.00,M,1999.00,M,M,-SN BR
FZY,2018-01-02 14:18,-76.3847,43.3497,10.00,6.10,83.87,160.00,3.00,30.28,M,T,1.00,M,1900.00,M,M,-SN BR
FZY,2018-01-02 14:20,-76.3847,43.3497,M,M,M,130.00,3.00,30.28,M,M,0.75,M,1900.00,M,M,-SN BR
FZY,2018-01-02 14:25,-76.3847,43.3497,M,M,M,130.00,4.00,30.28,M,M,0.75,M,2100.00,M,M,-SN BR
FZY,2018-01-02 14:26,-76.3847,43.3497,10.00,6.10,83.87,M,4.00,30.28,M,T,0.75,M,2100.00,M,M,-SN BR
FZY,2018-01-02 14:35,-76.3847,43.3497,10.90,7.00,83.93,160.00,6.00,30.27,M,T,1.25,M,2300.00,M,M,-SN BR
FZY,2018-01-02 14:40,-76.3847,43.3497,M,M,M,150.00,6.00,30.27,M,M,1.50,M,2300.00,3600.00,M,-SN
FZY,2018-01-02 14:50,-76.3847,43.3497,M,M,M,180.00,9.00,30.26,M,M,1.75,M,2700.00,3600.00,4800.00,-SN
FZY,2018-01-02 14:54,-76.3847,43.3497,12.90,8.10,80.74,170.00,7.00,30.27,1025.90,T,1.50,M,2700.00,3600.00,4900.00,-SN
FZY,2018-01-02 14:55,-76.3847,43.3497,M,M,M,170.00,8.00,30.27,M,M,1.50,M,2700.00,3600.00,4900.00,-SN BR
FZY,2018-01-02 15:05,-76.3847,43.3497,M,M,M,180.00,7.00,30.26,M,M,1.75,M,2700.00,3600.00,5500.00,-SN
FZY,2018-01-02 15:07,-76.3847,43.3497,14.00,9.00,80.10,190.00,7.00,30.26,M,T,1.75,M,2700.00,3300.00,5000.00,-SN
FZY,2018-01-02 15:10,-76.3847,43.3497,M,M,M,200.00,8.00,30.26,M,M,2.00,M,2700.00,3500.00,5000.00,-SN BR
FZY,2018-01-02 15:14,-76.3847,43.3497,15.10,10.00,79.84,200.00,8.00,30.27,M,T,2.50,M,2700.00,3200.00,5000.00,-SN
FZY,2018-01-02 15:15,-76.3847,43.3497,M,M,M,200.00,8.00,30.26,M,M,2.50,M,2700.00,3399.00,5000.00,-SN
FZY,2018-01-02 15:25,-76.3847,43.3497,15.10,10.00,79.84,200.00,7.00,30.26,M,T,5.00,M,3100.00,5500.00,M,-SN
FZY,2018-01-02 15:30,-76.3847,43.3497,M,M,M,210.00,7.00,30.26,M,M,7.00,M,3300.00,5000.00,M,-SN
FZY,2018-01-02 15:35,-76.3847,43.3497,M,M,M,210.00,8.00,30.25,M,M,9.00,M,3500.00,4100.00,M,M
FZY,2018-01-02 15:45,-76.3847,43.3497,M,M,M,230.00,10.00,30.24,M,M,10.00,M,3900.00,M,M,M
FZY,2018-01-02 15:50,-76.3847,43.3497,M,M,M,240.00,11.00,30.24,M,M,10.00,M,4100.00,M,M,M
FZY,2018-01-02 15:54,-76.3847,43.3497,19.00,10.90,70.22,250.00,14.00,30.24,1025.10,T,10.00,M,4100.00,M,M,M
FZY,2018-01-02 15:55,-76.3847,43.3497,M,M,M,240.00,14.00,30.24,M,M,10.00,M,4100.00,M,M,M
FZY,2018-01-02 16:05,-76.3847,43.3497,M,M,M,250.00,11.00,30.24,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-02 16:10,-76.3847,43.3497,M,M,M,240.00,15.00,30.24,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-02 16:15,-76.3847,43.3497,M,M,M,240.00,13.00,30.24,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-02 16:25,-76.3847,43.3497,M,M,M,M,M,30.23,M,M,10.00,M,2400.00,M,M,M
FZY,2018-01-02 16:30,-76.3847,43.3497,M,M,M,230.00,12.00,30.23,M,M,10.00,M,2400.00,M,M,M
FZY,2018-01-02 16:35,-76.3847,43.3497,M,M,M,240.00,12.00,30.22,M,M,10.00,M,2400.00,M,M,M
FZY,2018-01-02 16:36,-76.3847,43.3497,19.90,12.00,70.95,230.00,10.00,30.22,M,0.00,10.00,22.00,2400.00,M,M,M
FZY,2018-01-02 16:45,-76.3847,43.3497,M,M,M,240.00,12.00,30.22,M,M,10.00,M,2500.00,M,M,M
FZY,2018-01-02 16:50,-76.3847,43.3497,M,M,M,M,M,30.22,M,M,10.00,M,2500.00,M,M,M
FZY,2018-01-02 16:52,-76.3847,43.3497,19.40,12.20,73.13,240.00,13.00,30.21,M,0.00,10.00,22.00,2500.00,M,M,M
FZY,2018-01-02 16:54,-76.3847,43.3497,19.90,12.00,70.95,220.00,12.00,30.21,1024.10,0.00,10.00,22.00,2500.00,M,M,M
FZY,2018-01-02 16:55,-76.3847,43.3497,M,M,M,220.00,12.00,30.21,M,M,10.00,17.00,2500.00,M,M,M
FZY,2018-01-02 17:05,-76.3847,43.3497,M,M,M,230.00,11.00,30.21,M,M,10.00,M,2400.00,M,M,M
FZY,2018-01-02 17:10,-76.3847,43.3497,M,M,M,M,M,30.21,M,M,10.00,M,2400.00,3000.00,M,M
FZY,2018-01-02 17:15,-76.3847,43.3497,M,M,M,230.00,13.00,30.20,M,M,10.00,19.00,2400.00,3200.00,M,M
FZY,2018-01-02 17:25,-76.3847,43.3497,M,M,M,240.00,14.00,30.20,M,M,10.00,M,2800.00,3399.00,M,M
FZY,2018-01-02 17:30,-76.3847,43.3497,M,M,M,M,M,30.20,M,M,9.00,M,3000.00,3800.00,M,M
FZY,2018-01-02 17:35,-76.3847,43.3497,M,M,M,230.00,13.00,30.20,M,M,7.00,M,3000.00,3800.00,M,M
FZY,2018-01-02 17:45,-76.3847,43.3497,M,M,M,240.00,15.00,30.20,M,M,10.00,M,3200.00,3800.00,M,M
FZY,2018-01-02 17:50,-76.3847,43.3497,M,M,M,240.00,18.00,30.19,M,M,10.00,M,3000.00,3800.00,M,M
FZY,2018-01-02 17:54,-76.3847,43.3497,19.90,10.90,67.57,230.00,17.00,30.19,1023.30,0.00,9.00,22.00,3000.00,3700.00,M,M
FZY,2018-01-02 17:55,-76.3847,43.3497,M,M,M,M,M,30.19,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 18:00,-76.3847,43.3497,M,M,M,240.00,15.00,30.19,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 18:05,-76.3847,43.3497,M,M,M,230.00,12.00,30.19,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-02 18:10,-76.3847,43.3497,M,M,M,M,M,30.18,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 18:15,-76.3847,43.3497,M,M,M,230.00,14.00,30.18,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 18:20,-76.3847,43.3497,M,M,M,250.00,16.00,30.18,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 18:25,-76.3847,43.3497,M,M,M,240.00,16.00,30.18,M,M,7.00,M,3200.00,M,M,M
FZY,2018-01-02 18:30,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,6.00,M,3399.00,M,M,HZ
FZY,2018-01-02 18:35,-76.3847,43.3497,M,M,M,M,M,30.17,M,T,4.00,M,3200.00,M,M,UP
FZY,2018-01-02 18:40,-76.3847,43.3497,M,M,M,240.00,14.00,30.17,M,T,3.50,19.00,3200.00,M,M,UP
FZY,2018-01-02 18:45,-76.3847,43.3497,M,M,M,240.00,14.00,30.17,M,M,7.00,M,3399.00,M,M,M
FZY,2018-01-02 18:50,-76.3847,43.3497,M,M,M,250.00,19.00,30.17,M,M,8.00,M,3399.00,M,M,M
FZY,2018-01-02 18:54,-76.3847,43.3497,21.00,10.90,64.48,240.00,17.00,30.17,1022.40,T,5.00,28.00,3400.00,M,M,HZ
FZY,2018-01-02 18:55,-76.3847,43.3497,M,M,M,230.00,15.00,30.17,M,M,4.00,M,3399.00,M,M,HZ
FZY,2018-01-02 19:05,-76.3847,43.3497,M,M,M,250.00,17.00,30.17,M,M,5.00,M,3200.00,M,M,HZ
FZY,2018-01-02 19:10,-76.3847,43.3497,M,M,M,250.00,17.00,30.17,M,M,5.00,M,3200.00,M,M,HZ
FZY,2018-01-02 19:20,-76.3847,43.3497,M,M,M,260.00,18.00,30.16,M,M,7.00,M,3200.00,M,M,M
FZY,2018-01-02 19:25,-76.3847,43.3497,M,M,M,240.00,15.00,30.16,M,M,7.00,M,3200.00,M,M,M
FZY,2018-01-02 19:30,-76.3847,43.3497,M,M,M,250.00,15.00,30.16,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 19:35,-76.3847,43.3497,M,M,M,240.00,12.00,30.17,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 19:40,-76.3847,43.3497,M,M,M,M,M,30.16,M,M,9.00,M,3200.00,M,M,M
FZY,2018-01-02 19:45,-76.3847,43.3497,M,M,M,M,M,30.16,M,M,7.00,M,3200.00,M,M,M
FZY,2018-01-02 19:54,-76.3847,43.3497,21.00,10.90,64.48,240.00,15.00,30.17,1022.50,T,7.00,M,3200.00,M,M,M
FZY,2018-01-02 19:55,-76.3847,43.3497,M,M,M,240.00,15.00,30.17,M,M,8.00,M,3300.00,M,M,M
FZY,2018-01-02 20:00,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,5.00,M,3300.00,M,M,HZ
FZY,2018-01-02 20:10,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,4.00,M,3300.00,M,M,HZ
FZY,2018-01-02 20:15,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,5.00,M,3500.00,M,M,HZ
FZY,2018-01-02 20:20,-76.3847,43.3497,M,M,M,240.00,14.00,30.17,M,T,3.50,M,3500.00,M,M,UP
FZY,2018-01-02 20:30,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,3.00,M,3500.00,M,M,HZ
FZY,2018-01-02 20:35,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,2.50,M,3500.00,4200.00,M,HZ
FZY,2018-01-02 20:40,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,4.00,M,3500.00,M,M,HZ
FZY,2018-01-02 20:50,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,5.00,M,3500.00,4400.00,M,HZ
FZY,2018-01-02 20:54,-76.3847,43.3497,19.90,10.90,67.57,230.00,18.00,30.17,1022.80,T,4.00,26.00,3300.00,4200.00,5500.00,HZ
FZY,2018-01-02 20:55,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,3.50,M,3300.00,4200.00,5500.00,HZ
FZY,2018-01-02 21:00,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,4.00,23.00,3500.00,4200.00,5000.00,HZ
FZY,2018-01-02 21:05,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,4.00,M,3500.00,4600.00,5500.00,HZ
FZY,2018-01-02 21:10,-76.3847,43.3497,M,M,M,M,M,30.18,M,M,4.00,M,3500.00,4900.00,M,HZ
FZY,2018-01-02 21:15,-76.3847,43.3497,M,M,M,M,M,30.18,M,M,4.00,M,3500.00,4900.00,M,HZ
FZY,2018-01-02 21:20,-76.3847,43.3497,M,M,M,M,M,30.18,M,M,3.00,M,3700.00,5000.00,M,HZ
FZY,2018-01-02 21:25,-76.3847,43.3497,M,M,M,M,M,30.18,M,M,5.00,M,3900.00,5000.00,M,HZ
FZY,2018-01-02 21:30,-76.3847,43.3497,M,M,M,230.00,14.00,30.18,M,M,8.00,M,3900.00,5000.00,M,M
FZY,2018-01-02 21:40,-76.3847,43.3497,M,M,M,230.00,16.00,30.18,M,M,6.00,M,3900.00,M,M,HZ
FZY,2018-01-02 21:45,-76.3847,43.3497,M,M,M,250.00,18.00,30.18,M,M,5.00,M,3900.00,M,M,HZ
FZY,2018-01-02 21:50,-76.3847,43.3497,M,M,M,230.00,15.00,30.18,M,M,6.00,M,3700.00,M,M,HZ
FZY,2018-01-02 21:54,-76.3847,43.3497,19.00,10.00,67.46,240.00,17.00,30.19,1023.10,0.00,7.00,22.00,3700.00,M,M,M
FZY,2018-01-02 22:00,-76.3847,43.3497,M,M,M,230.00,15.00,30.19,M,M,9.00,M,3900.00,M,M,M
FZY,2018-01-02 22:05,-76.3847,43.3497,M,M,M,230.00,13.00,30.19,M,M,9.00,M,3900.00,M,M,M
FZY,2018-01-02 22:10,-76.3847,43.3497,M,M,M,230.00,16.00,30.19,M,M,9.00,M,3900.00,M,M,M
FZY,2018-01-02 22:20,-76.3847,43.3497,M,M,M,240.00,16.00,30.19,M,M,6.00,M,3900.00,M,M,HZ
FZY,2018-01-02 22:25,-76.3847,43.3497,M,M,M,230.00,14.00,30.19,M,M,9.00,M,3700.00,M,M,M
FZY,2018-01-02 22:30,-76.3847,43.3497,M,M,M,230.00,14.00,30.19,M,M,10.00,M,3700.00,M,M,M
FZY,2018-01-02 22:40,-76.3847,43.3497,M,M,M,240.00,15.00,30.19,M,M,5.00,M,3800.00,M,M,HZ
FZY,2018-01-02 22:45,-76.3847,43.3497,M,M,M,250.00,15.00,30.19,M,M,6.00,M,3700.00,M,M,HZ
FZY,2018-01-02 22:50,-76.3847,43.3497,M,M,M,240.00,15.00,30.20,M,M,10.00,M,3700.00,M,M,M
FZY,2018-01-02 22:54,-76.3847,43.3497,18.00,8.10,64.66,240.00,15.00,30.20,1023.60,0.00,10.00,22.00,3700.00,M,M,M
FZY,2018-01-02 23:00,-76.3847,43.3497,M,M,M,M,M,30.20,M,M,10.00,M,3700.00,M,M,M
FZY,2018-01-02 23:05,-76.3847,43.3497,M,M,M,250.00,15.00,30.20,M,M,9.00,M,3700.00,M,M,M
FZY,2018-01-02 23:10,-76.3847,43.3497,M,M,M,M,M,30.20,M,M,9.00,M,3700.00,M,M,M
FZY,2018-01-02 23:15,-76.3847,43.3497,M,M,M,240.00,15.00,30.21,M,M,8.00,M,3800.00,M,M,M
FZY,2018-01-02 23:20,-76.3847,43.3497,M,M,M,230.00,15.00,30.21,M,M,9.00,20.00,3800.00,M,M,M
FZY,2018-01-02 23:25,-76.3847,43.3497,M,M,M,M,M,30.21,M,M,10.00,M,3800.00,M,M,M
FZY,2018-01-02 23:35,-76.3847,43.3497,M,M,M,230.00,13.00,30.21,M,M,8.00,19.00,3999.00,M,M,M
FZY,2018-01-02 23:40,-76.3847,43.3497,M,M,M,230.00,14.00,30.21,M,M,9.00,M,3999.00,M,M,M
FZY,2018-01-02 23:45,-76.3847,43.3497,M,M,M,240.00,15.00,30.21,M,M,10.00,M,3999.00,M,M,M
FZY,2018-01-02 23:54,-76.3847,43.3497,17.10,6.10,61.39,230.00,15.00,30.21,1023.90,0.00,10.00,M,4200.00,M,M,M
FZY,2018-01-02 23:55,-76.3847,43.3497,M,M,M,M,M,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:00,-76.3847,43.3497,M,M,M,230.00,13.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:05,-76.3847,43.3497,M,M,M,230.00,12.00,30.20,M,M,10.00,M,3500.00,4200.00,M,M
FZY,2018-01-03 00:15,-76.3847,43.3497,M,M,M,230.00,13.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:20,-76.3847,43.3497,M,M,M,230.00,12.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:25,-76.3847,43.3497,M,M,M,230.00,13.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:35,-76.3847,43.3497,M,M,M,230.00,14.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:40,-76.3847,43.3497,M,M,M,230.00,12.00,30.20,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 00:45,-76.3847,43.3497,M,M,M,M,M,30.19,M,M,10.00,M,4100.00,M,M,M
FZY,2018-01-03 00:50,-76.3847,43.3497,M,M,M,230.00,14.00,30.19,M,M,10.00,M,4100.00,M,M,M
FZY,2018-01-03 00:54,-76.3847,43.3497,17.10,6.10,61.39,230.00,12.00,30.19,1023.40,0.00,10.00,M,4100.00,M,M,M
FZY,2018-01-03 00:55,-76.3847,43.3497,M,M,M,230.00,12.00,30.19,M,M,10.00,M,4100.00,M,M,M
FZY,2018-01-03 01:00,-76.3847,43.3497,M,M,M,230.00,12.00,30.19,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-03 01:10,-76.3847,43.3497,M,M,M,220.00,13.00,30.18,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-03 01:15,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-03 01:20,-76.3847,43.3497,M,M,M,220.00,13.00,30.18,M,M,10.00,M,4300.00,M,M,M
FZY,2018-01-03 01:25,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,4400.00,M,M,M
FZY,2018-01-03 01:30,-76.3847,43.3497,M,M,M,230.00,13.00,30.18,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 01:35,-76.3847,43.3497,M,M,M,230.00,13.00,30.18,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 01:45,-76.3847,43.3497,M,M,M,230.00,14.00,30.18,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 01:50,-76.3847,43.3497,M,M,M,220.00,14.00,30.18,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 01:54,-76.3847,43.3497,16.00,5.00,61.23,220.00,12.00,30.18,1022.90,0.00,10.00,M,4200.00,M,M,M
FZY,2018-01-03 01:55,-76.3847,43.3497,M,M,M,230.00,12.00,30.17,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 02:05,-76.3847,43.3497,M,M,M,230.00,13.00,30.17,M,M,10.00,19.00,4400.00,M,M,M
FZY,2018-01-03 02:10,-76.3847,43.3497,M,M,M,210.00,12.00,30.17,M,M,10.00,M,4400.00,M,M,M
FZY,2018-01-03 02:15,-76.3847,43.3497,M,M,M,220.00,12.00,30.17,M,M,10.00,M,4400.00,M,M,M
FZY,2018-01-03 02:25,-76.3847,43.3497,M,M,M,M,M,30.17,M,M,10.00,M,4200.00,M,M,M
FZY,2018-01-03 02:30,-76.3847,43.3497,M,M,M,230.00,14.00,30.17,M,M,10.00,19.00,4200.00,M,M,M
FZY,2018-01-03 02:35,-76.3847,43.3497,M,M,M,240.00,16.00,30.17,M,M,10.00,M,3999.00,M,M,M
FZY,2018-01-03 02:45,-76.3847,43.3497,M,M,M,230.00,14.00,30.17,M,M,10.00,M,3999.00,M,M,M
FZY,2018-01-03 02:50,-76.3847,43.3497,M,M,M,M,M,30.16,M,M,10.00,M,3900.00,M,M,M
FZY,2018-01-03 02:54,-76.3847,43.3497,16.00,6.10,64.39,220.00,12.00,30.16,1022.30,0.00,10.00,20.00,3900.00,M,M,M
FZY,2018-01-03 02:55,-76.3847,43.3497,M,M,M,220.00,14.00,30.16,M,M,10.00,20.00,3900.00,M,M,M
FZY,2018-01-03 03:05,-76.3847,43.3497,M,M,M,230.00,13.00,30.17,M,M,10.00,M,3900.00,M,M,M
FZY,2018-01-03 03:10,-76.3847,43.3497,M,M,M,220.00,14.00,30.17,M,M,10.00,M,3700.00,M,M,M
FZY,2018-01-03 03:15,-76.3847,43.3497,M,M,M,230.00,13.00,30.17,M,M,10.00,M,3700.00,M,M,M
FZY,2018-01-03 03:20,-76.3847,43.3497,M,M,M,230.00,13.00,30.17,M,M,10.00,M,3500.00,M,M,M
FZY,2018-01-03 03:25,-76.3847,43.3497,M,M,M,230.00,13.00,30.17,M,M,10.00,18.00,3200.00,M,M,M
FZY,2018-01-03 03:30,-76.3847,43.3497,M,M,M,220.00,13.00,30.17,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 03:40,-76.3847,43.3497,M,M,M,220.00,11.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 03:45,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 03:50,-76.3847,43.3497,M,M,M,220.00,14.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 03:54,-76.3847,43.3497,16.00,5.00,61.23,220.00,11.00,30.18,1022.80,0.00,10.00,M,3200.00,M,M,M
FZY,2018-01-03 04:00,-76.3847,43.3497,M,M,M,230.00,13.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 04:05,-76.3847,43.3497,M,M,M,230.00,13.00,30.18,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 04:10,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 04:20,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 04:25,-76.3847,43.3497,M,M,M,M,M,30.19,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 04:30,-76.3847,43.3497,M,M,M,220.00,12.00,30.19,M,M,10.00,M,3500.00,M,M,M
FZY,2018-01-03 04:40,-76.3847,43.3497,M,M,M,220.00,11.00,30.19,M,M,10.00,M,2800.00,3700.00,M,M
FZY,2018-01-03 04:45,-76.3847,43.3497,M,M,M,220.00,10.00,30.19,M,M,10.00,M,2800.00,3700.00,M,M
FZY,2018-01-03 04:50,-76.3847,43.3497,M,M,M,220.00,7.00,30.19,M,M,10.00,M,2800.00,3500.00,M,M
FZY,2018-01-03 04:54,-76.3847,43.3497,16.00,6.10,64.39,220.00,7.00,30.19,1023.20,0.00,10.00,M,2800.00,3500.00,M,M
FZY,2018-01-03 04:55,-76.3847,43.3497,M,M,M,220.00,8.00,30.19,M,M,10.00,M,2800.00,3500.00,M,M
FZY,2018-01-03 05:00,-76.3847,43.3497,M,M,M,210.00,9.00,30.19,M,M,10.00,M,2800.00,3500.00,M,M
FZY,2018-01-03 05:05,-76.3847,43.3497,M,M,M,220.00,8.00,30.19,M,M,10.00,M,3300.00,M,M,M
FZY,2018-01-03 05:10,-76.3847,43.3497,M,M,M,210.00,6.00,30.18,M,M,10.00,M,3300.00,M,M,M
FZY,2018-01-03 05:15,-76.3847,43.3497,M,M,M,220.00,8.00,30.18,M,M,10.00,M,3300.00,M,M,M
FZY,2018-01-03 05:20,-76.3847,43.3497,M,M,M,210.00,8.00,30.18,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 05:25,-76.3847,43.3497,M,M,M,210.00,7.00,30.18,M,M,10.00,M,3399.00,M,M,M
FZY,2018-01-03 05:35,-76.3847,43.3497,M,M,M,210.00,8.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 05:45,-76.3847,43.3497,M,M,M,210.00,9.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 05:50,-76.3847,43.3497,M,M,M,210.00,7.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 05:54,-76.3847,43.3497,16.00,5.00,61.23,220.00,11.00,30.18,1022.80,0.00,10.00,18.00,3200.00,M,M,M
FZY,2018-01-03 05:55,-76.3847,43.3497,M,M,M,220.00,12.00,30.18,M,M,10.00,M,3200.00,M,M,M
FZY,2018-01-03 06:05,-76.3847,43.3497,M,M,M,200.00,8.00,30.18,M,M,10.00,M,3100.00,M,M,M
FZY,2018-01-03 06:10,-76.3847,43.3497,M,M,M,210.00,12.00,30.18,M,M,10.00,M,3100.00,M,M,M
FZY,2018-01-03 06:15,-76.3847,43.3497,M,M,M,220.00,11.00,30.17,M,M,10.00,M,3000.00,M,M,M
FZY,2018-01-03 06:25,-76.3847,43.3497,M,M,M,220.00,8.00,30.17,M,M,10.00,M,3000.00,M,M,M
